Building Name (1),樓宇名稱 (一),Building Name (2),樓宇名稱 (二),Building Name (3),樓宇名稱 (三),Address (1),樓宇地址(一),Address (2),樓宇地址(二),Address (3),樓宇地址(三),"Year of Completion
落成年份","Owners' Corporation
業主立案法團",Remark,備註
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Orchid Lodge,蘭苑,,,,,,,1963,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Pine Lodge,松苑,,,,,,,1975,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Sino Building,信和樓,,,,,,,1994,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Staff Club,聯誼會,,,,,,,-,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Staff Quarters A-D,崇基教職員宿舍A-D座,,,,,,,1963,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Staff Quarters E,崇基教職員宿舍E座,,,,,,,1965,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Staff Quarters G,崇基教職員宿舍G座,,,,,,,1963,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Staff Quarters S,崇基教職員宿舍S座,,,,,,,1974,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Theology Building,神學樓,,,,,,,1956,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Wen Chih Tang,文質堂,,,,,,,1979,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Wen Lin Tang,文林堂,,,,,,,1979,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Wong Foo Yuan Building,王福元樓,,,,,,,1994,,,
The Chinese University of Hong Kong,香港中文大學,Chung Chi Campus,崇基校園,Ying Lin Tang,應林堂,,,,,,,1961,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,,,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,Academic Building No. 2,教研樓二座,,,,,,,1991,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,Garbage Collection Depot,,,,,,,,-,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,"Hong Kong Institute of
Biotechnology",香港生物科技研究院,,,,,,,1991,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,Marine Science Laboratory,海洋科學研究中心,,,,,,,1971,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,"Shanghai Fraternity Association
Research Services Centre",上海總會科研技術中心,,,,,,,1997,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,Transport Depot,交通組 (補給站),,,,,,,-,,,
The Chinese University of Hong Kong,香港中文大學,Eastern Campus,校園東廊,Water Sports Centre,水上活動中心,,,,,,,-,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,,,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Ch'ien Mu Library,錢穆圖書館,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Cheng Ming Building,誠明館,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Chih Hsing Hall,知行樓,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Daisy Li Hall,紫霞樓,,,,,,,2002,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Friendship Lodge,會友樓,,,,,,,1975,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Grace Tien Hall,志文樓,,,,,,,1982,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Humanities Building,人文樓,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Staff Student Centre,樂群館,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,New Asia Campus,新亞校園,Xuesi Hall,學思樓,,,,,,,1978,,,
The Chinese University of Hong Kong,香港中文大學,Outlying Area,其他區域,,,,,,,,,1999,,,
The Chinese University of Hong Kong,香港中文大學,Outlying Area,其他區域,Dangerous Goods Stores,危險倉,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,Postgraduate Hostel,研究生宿舍,,,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,Postgraduate Hostel,研究生宿舍,Postgraduate Hall No. 1,研究生宿舍第一座,,,,,,,1999,,,
The Chinese University of Hong Kong,香港中文大學,Postgraduate Hostel,研究生宿舍,Postgraduate Hall No. 2 & 3,研究生宿舍第二及第三座,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,Postgraduate Hostel,研究生宿舍,Postgraduate Hall No. 4,研究生宿舍第四座,,,,,,,1980,,,
The Chinese University of Hong Kong,香港中文大學,Postgraduate Hostel,研究生宿舍,Postgraduate Hall No. 5 & 6,研究生宿舍第五及第六座,,,,,,,1976,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,,,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,"University Guest House
No. 1 & 2",大學賓館第一及第二座,,,,,,,1973,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,"University Residence 
No. 10 & 11",第十及第十一苑,,,,,,,1981,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,"University Residence 
No. 16 & 17",第十六及第十七苑,,,,,,,1998,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,University Residence No. 12-15,第十二至第十五苑,,,,,,,1985,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,University Residence No. 3 & 4,第三及第四苑,,,,,,,1972,,,
The Chinese University of Hong Kong,香港中文大學,Residential Area,教職員宿舍,Vice-Chancellor's Residence,漢園,,,,,,,1970,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,,,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Extension to Student Hostel 2,,,,,,,,-,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Shaw College Lecture Theatre,逸夫書院大講堂,,,,,,,1992,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Student Hostel 1 (Low Block),第一學生宿舍 (低座),,,,,,,1989,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Student Hostel 1 (Tall Block),國楙樓,,,,,,,1989,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Student Hostel 2,第二學生宿舍,,,,,,,2000,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Wen Lan Tang,文瀾堂,,,,,,,1989,,,
The Chinese University of Hong Kong,香港中文大學,Shaw Campus,逸夫校園,Ya Qun Lodge,雅群樓,,,,,,,1989,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,,,,,,,,,,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,Adam Schall Residence,湯若望宿舍,,,,,,,1972,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,Bethlehem Hall,伯利衡宿舍,,,,,,,1978,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,Chan Chun Ha Hostel,陳震夏宿舍,,,,,,,2004,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,"Cheung Chuk Shan Amenities
Building",張祝珊師生康樂中心,,,,,,,1972,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,Hang Seng Hall,恒生樓,,,,,,,1986,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,T.C. Cheng Building,鄭棟材樓,,,,,,,1972,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,Tsang Shiu Tim Building,曾肇添樓,,,,,,,1972,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,U.C. Staff Residence,聯合苑,,,,,,,1975,,,
The Chinese University of Hong Kong,香港中文大學,United Campus,聯合校園,"United College Wu Chung
Multimedia Library",聯合書院胡忠多媒體圖書館,,,,,,,1972,,,
"The Church of Christ China
Cheung Chau Church
Kam Kong Primary School",中華基督教會長洲堂錦江小學,,,,,"1 Cheung Chau Peak Rd. W.,
Cheung Chau","長洲
長洲山頂道西1號",,,,,-,,,
"The Church of Christ in China
But San Primary School",中華基督教會拔臣小學,,,,,"28 Castle Peak Rd. San Hui,
Tuen Mun","屯門青山公路
新墟段28號",,,,,-,,,
"The Church of Christ in China
Chuen Yuen College",中華基督教會全完中學,,,,,"15 Sheung Kok St.,
Kwai Chung","葵涌
上角街15號",,,,,-,,,
"The Church of Christ in China
Chuen Yuen Second Primary School",中華基督教會全完第二小學,,,,,"3 Sheung Kok St.,
Kwai Chung","葵涌
上角街3號",,,,,-,,,
"The Church of Christ in China
Fong Yun Wah Secondary School",中華基督教會方潤華中學,,,,,"6 Tin Yip Rd.,
Tin Shui Wai","天水圍
天業路6號",,,,,-,,,
"The Church of Christ in China
Hoh Fuk Tong College",中華基督教會何福堂書院,,,,,"28 Castle Peak Rd. San Hui,
Tuen Mun","屯門青山公路
新墟段28號",,,,,-,,,
"The Church of Christ in China
Kei Chun Primary School",中華基督教會基真小學,,,,,"11 Wa Lai Path,
Kwai Chung","葵涌
華荔徑11號",,,,,-,,,
"The Church of Christ in China
Mong Wong Far Yok Memorial
Primary School","中華基督教會
蒙黃花沃紀念小學",,,,,"Tin King Estate, Tuen Mun",屯門田景邨,,,,,-,,,
"The Church of Christ in China
Yenching College",中華基督教會燕京書院,,,,,"12 Nga Ying Chau St.,
Tsing Yi",青衣牙鷹洲街12號,,,,,-,,,
"The Church of Jesus Christ of
Latter-Day Saints",耶穌基督後期聖徒教會,,,,,"15 Po Lam Lane,
Tseung Kwan O","將軍澳
寶琳里15號",,,,,-,,,
"The Church of Jesus Christ of
Latter-Day Saints",耶穌基督後期聖徒教會,,,,,"18 Wan Tau Kok Lane,
Tai Po","大埔
運頭角里18號",,,,,-,,,
"The Church of Jesus Christ of
Latter-Day Saints",耶穌基督後期聖徒教會,,,,,"1 Chung Ling Lane,
Tai Wai","大圍
松嶺里1號",,,,,-,,,
"The Church of Jesus Christ of
Latter-Day Saints",耶穌基督後期聖徒教會,,,,,"181 Castle Peak Rd.
Hung Shui Kiu, Yuen Long","元朗青山公路
洪水橋段181號",,,,,-,,,
"The Church of Jesus Christ of
Latter-Day Saints",耶穌基督後期聖徒教會,,,,,"32 Tsing King Rd.,
Tsing Yi","青衣
青敬路32號",,,,,-,,,
The Church of St. John The Baptist,香港聖公會施洗聖約翰堂,,,,,"103 Po Lam Rd. N.,
Tseung Kwan O","將軍澳
寶琳北路103號",,,,,-,,,
The Cliveden,寶雲滙,,,,,"98 Route Twisk,
Tsuen Wan","荃灣
荃錦公路98號",,,,,2003,P,,
The Cornwall,嘉和軒,,,,,"63 Luen Wo Rd.,
Fanling","粉嶺
聯和道63號",,,,,2003,P,,
The Cove,清濤居,,,,,"12 Chuk Kok Rd.,
Sai Kung","西貢
竹角路12號",,,,,2005,,,
The Den,,,,,,"75 Tso Wo Hang,
Sai Kung","西貢
早禾坑75號",,,,,1970,,,
The Drake,,,,,,"1 Tsing Lung Rd.,
Tuen Mun",屯門 青龍路1號,,,,,2014,,,
"The Duke of Edinburgh's
Award Watersports Centre","愛丁堡公爵獎勵計劃
水上活動中心",,,,,"DD 256 STT SX1445
Tsam Chuk Wan, Sai Kung","西貢斬竹灣
丈量約份第256約
短期租約第SX1445號",,,,,-,,,
The Dynasty,御凱,,,,,"18 Yeung Uk Rd.,
Tsuen Wan","荃灣
楊屋道18號",,,,,2009,,,
The Education University of Hong Kong,香港教育大學,,,,,"10 Lo Ping Rd.,
Tai Po","大埔
露屏路10號",,,,,1998,,,
The Education University of Hong Kong,香港教育大學,Amenities and Sports Complex,文康運動綜合大樓,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Cho Kwai Chee Foundation Building,曹貴子基金會大樓,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Grantham Hall,葛量洪堂,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Jockey Club Student Quarters,賽馬會學生宿舍,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Northcote Hall,羅富國堂,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Operational Staff Quarters,駐校職員宿舍,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,President’s Lodge,聚學樓,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Robert Black Hall,柏立基堂,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,Senior Staff Quarters,高級職員宿舍,,,,,,,,,,,,
The Education University of Hong Kong,香港教育大學,"The Education University of
Hong Kong Jockey Club
Primary School",香港教育大學賽馬會小學,,,,,,,,,,,,
"The Education University of Hong Kong
Sports Centre",香港教育大學運動中心,,,,,"55 Yau King Lane, Tai Po",大埔優景里55號,,,,,2000,,,
The Eldorado,金碧花園,,,,,"11 Sha Tseng Rd.,
Ping Shan",屏山沙井路11號,,,,,1993,P,,
"The Evangelical Lutheran Church of
Hong Kong Kwai Shing Lutheran
Primary School","基督教香港信義會
葵盛信義學校",,,,,"Kwai Shing Estate,
Kwai Chung","葵涌
葵盛邨",,,,,-,,,
The EverBright Lodge,光華臺,,,,,"30/36 Shui Tau Rd.,
Kam Tin, Yuen Long","元朗錦田
水頭路30/36號",,,,,-,,,
The Excelsior Building,益大大廈,,,,,"132-140 Kwok Shui Rd.,
Kwai Chung","葵涌
國瑞路132-140號",,,,,1975,,,
"The Fanling Assemblies of
God Kindergarten",粉嶺神召會幼稚園,,,,,"301 Jockey Club Rd.,
Fanling","粉嶺
馬會道301號",,,,,-,,,
The Foliage,綠透山房,,,,,"712 Clear Water Bay Rd.,
Clear Water Bay","清水灣
清水灣道712號",,,,,2016,,,
The Garrison,珀玥,,,,,"28 Mei Tin Rd.,
Tai Wai","大圍
美田路28號",,,,,2019,,,
The Giverny,溱喬,,,,,"DD 217 Lot 1184,
Off Hiram's Highway,
Hebe Haven, Sai Kung","西貢白沙灣
近西貢公路
丈量約份第217約
地段第1184號",,,,,2005,P,,
The Grandiose,君傲灣,,,,,"9 Tong Chun St.,
Tseung Kwan O","將軍澳
唐俊街9號",,,,,2006,,,
The Grandiose,君傲灣,The Edge,君薈坊,,,,,,,,,,,,
The Grandville,晉名峰,,,,,"2 Lok Kwai Path,
Sha Tin","沙田
樂葵徑2號",,,,,2006,P,,
The Great Hill,嘉御山,,,,,"8 Tung Lo Wan Hill Rd.,
Sha Tin","沙田
銅鑼灣山路8號",,,,,2007,P,,
The Green,歌賦嶺,,,,,"338 Fan Kam Rd.,
North","北區
粉錦公路338號",,,,,2013,,,
The Green Villa,翠巒小築,,,,,"DD 223 Lot 251,
Off Clear Water Bay Rd.,
Ta Ku Ling","打鼓嶺近清水灣道
第223約第251號地段",,,,,1979,P,,
The Hampstead Reach,尚悅‧天城,,,,,"8 Ping Kin Lane,
Yuen Long","元朗
屏健里8號 ",,,,,2019,,,
The Hang Seng University of Hong Kong,香港恒生大學,,,,,"9 Hang Shin Link,
Sha Tin","沙田
行善里9號",,,,,,,,
The Hang Seng University of Hong Kong,香港恒生大學,"HSUHK Jockey Club
Residential Colleges",香港恒生大學賽馬會住宿書院,,,,,,,,,2015,,,
The Hang Seng University of Hong Kong,香港恒生大學,Lee Quo Wei Academic Building,利國偉教學大樓,,,,,,,,,2013,,,
The Hang Seng University of Hong Kong,香港恒生大學,Lee Shau Kee Complex,李兆基綜合大樓,,,,,,,,,2013,,,
The Hang Seng University of Hong Kong,香港恒生大學,S H HO Academic Building,何善衡教學大樓,,,,,,,,,2012,,,
The Haven,龍騰,,,,,"315 Castle Peak Rd.
Ting Kau, Tuen Mun","屯門青山公路
汀九段315號",,,,,1952,,,
The Haven Shoppes,白沙灣中心,,,,,"DD 210 Lot 535,
Off Hiram's Highway,
Hebe Haven, Sai Kung","西貢白沙灣近西貢公路
第210約第535號地段",,,,,1987,,,
The Hill Grove,曉巒,,,,,"165 Tsing Shan Tsuen,
Tuen Mun","屯門
青山村165號",,,,,-,,,
The Hillgrove,漣山,,,,,"9 Tsing Fat Lane,
Tuen Mun","屯門
青發里9號",,,,,2002,,,
The Hillgrove,漣山,Alder,,,,,,,,,,,,,
The Hillgrove,漣山,Banyan,,,,,,,,,,,,,
The Hillgrove,漣山,Cedar,,,,,,,,,,,,,
The Hillgrove,漣山,Ebony,,,,,,,,,,,,,
The Hillgrove,漣山,The Crescent,,,,,,,,,,,,,
"The HK Eng Clansman Association
Wu Si Chong Memorial School","僑港伍氏宗親會
伍時暢紀念學校",,,,,"3 Leung Wan St.,
Kin Sang Estate,
Tuen Mun","屯門
建生邨
良運街3號",,,,,-,,,
"The HK Federation of Youth Group
Lee Shau Kee Primary School",香港青年協會李兆基小學,,,,,"11 Tin Wing Rd.,
Tin Shui Wai",天水圍天榮路11號,,,,,-,,,
The HKFYG Leadership Institute,香港青年協會領袖學院,,,,,"302 Jockey Club Rd.,
Fanling","粉嶺
馬會道302號",,,,,2018,,,
"The Hong Kong Bodhi Siksa
Society Ltd. Care & Attention
Home for The Aged","香港菩提學會主辦
佛教菩提護理安老院",,,,,"38 Lo Wai Rd.,
Tsuen Wan","荃灣
老圍路38號",,,,,1999,,,
"The Hong Kong Chinese Christian
Churches Union Logos Academy",香港華人基督教聯會真道書院,,,,,"5 Ling Kwong St.,
Tseung Kwan O","將軍澳
嶺光街5號",,,,,-,,,
"The Hong Kong Chinese Women's
Club Fung Yiu King Memorial
Secondary School",香港中國婦女會馮堯敬紀念中學,,,,,"10 Hang Kwong St.,
Ma On Shan",馬鞍山恒光街10號,,,,,-,,,
"The Hong Kong Federation of
Youth Groups Tai Mei Tuk
Outdoor Activities Centre",香港青年協會大美督戶外活動中心,,,,,"DD 28 CLL T19757
Tai Mei Tuk, Tai Po","大埔大美督
丈量約份第28約
官地牌照第T19757號",,,,,-,,,
"The Hong Kong Girl Guides Association
Jockey Club Tung Chung
Activity Centre","香港女童軍總會賽馬會
東涌活動中心",,,,,"STT CX2136
Shun Tung Rd.,
Tung Chung","東涌
順東路
短期租約CX2136號",,,,,2018,,,
"The Hong Kong Girl Guides
Association Pok Hong Camp Site",香港女童軍總會博康營地,,,,,"61 Shui Chuen Au St.,
Sha Tin",沙田水泉坳街61號,,,,,1988,,,
"The Hong Kong Girl Guides
Association Tin Shui Wai
Pansy Ho Activity Centre","香港女童軍總會天水圍
何超瓊活動中心",,,,,"2 Tin Fai Rd.,
Tin Shui Wai","天水圍
天暉路2號",,,,,-,,,
The Hong Kong Golf Club,香港高爾夫球會,,,,,"DD 94 Lot 922 sA RP &
Lot 942 RP,
Fan Kam Rd.,
Fanling","粉嶺粉錦公路
丈量約份第94約地段
第922號A分段餘段
及地段第942號餘段",,,,,-,,,
"The Hong Kong Jockey Club
Beas River Country Club","香港賽馬會雙魚河
鄉村會所",,,,,"DD 94 Lots 922 RP & etc.,
Off Castle Peak Rd.,
Kwu Tung, Sheung Shui","上水古洞
近青山公路古洞段
丈量約份第94約
第922號地段的餘段等",,,,,1970,,,
"The Hong Kong Jockey Club
International BMX Park",香港賽馬會國際小輪車場,,,,,"91 Kwai Hei St.,
Kwai Chung","葵涌
葵喜街91號",,,,,-,,,
"The Hong Kong Management
Association K S Lo College",香港管理專業協會羅桂祥中學,,,,,"26 Tin Pak Rd.,
Tin Shui Wai",天水圍天柏路26號,,,,,-,,,
"The Hong Kong Society 
for the Blind Jockey Club
Yan Hong Building",香港盲人輔導會賽馬會欣康樓,,,,,"169 Yuen Long On Ning Rd.,
Yuen Long
","元朗
元朗安寧路169號
",,,,,2016,,,
"The Hong Kong Sze Yap Commercial &
Industrial Association Chan
Nam Chong Memorial College",香港四邑商工總會陳南昌紀念中學,,,,,"12 King Cho Rd.,
Kwai Chung","葵涌
敬祖路12號",,,,,-,,,
"The Hong Kong University of
Science and Technology",香港科技大學,,,,,"1 University Rd.,
Sai Kung",西貢大學道1號,,,,,1991,,,
"The Hong Kong University of
Science and Technology",香港科技大學,"Hong Kong Jockey Club
Enterprise Centre",香港賽馬會創新科技中心,,,,,,,,,2007,,,
The Horizon,海日灣,,,,,"18 Fo Chun Rd.,
Tai Po","大埔
科進路18號",,,,,2019,,,
The Horizon,海日灣,Court A,,,,,,,,,,,,,
The Horizon,海日灣,Court B,,,,,,,,,,,,,
The Horizon,海日灣,Court C,,,,,,,,,,,,,
The Horizon,海日灣,Court D,,,,,,,,,,,,,
"The Jockey Club
Eduyoung College",賽馬會毅智書院,,,,,"5 Tin Wing Rd.,
Tin Shui Wai","天水圍
天榮路5號",,,,,,,,
The Jockey Club Serene House,賽馬會明心樓,,,,,"13 Tsing Chung Koon Rd.,
Tuen Mun",屯門青松觀道13號,,,,,-,,,
"The Jockey Club Tuen Mun
Butterfly Beach Sports Centre",賽馬會屯門蝴蝶灣體育館,,,,,"11 Wu Shan Rd.,
Tuen Mun",屯門湖山路11號,,,,,-,,,
"The Jockey Club Yan Oi Tong
Swimming Pool",賽馬會仁愛堂游泳池,,,,,"37 Tsing Chung Koon Rd.,
Tuen Mun","屯門
青松觀路37號",,,,,-,,,
"The Ku Tung Vegetable Marketing &
Credit Co-operative Society Ltd.","古洞蔬菜產銷貸款
有限責任合作社",,,,,"DD 95 C.L.L. No. T9973,
Off Castle Peak Rd.
Kwu Tung","近青山公路古洞段
第95約官地牌照
第T9973號",,,,,1952,,,
"The Little Flower's Catholic
Primary School",天主教聖華學校,,,,,"11 Wo Che St.,
Wo Che Estate, Sha Tin","沙田禾輋邨
禾輋街11號",,,,,-,,,
The Mediterranean,逸瓏園,,,,,"8 Tai Mong Tsai Rd.,
Sai Kung","西貢
大網仔路8號",,,,,2017,,,
The Met. Acappella,薈蕎,,,,,"7838 Tai Po Rd. 
Tai Wai, Sha Tin","沙田
大埔公路大圍段7838號",,,,,2018,,,
The Met. Acappella Wing 1,薈蕎1翼,,,,,"7838 Tai Po Rd.
Tai Wai, Sha Tin","沙田
大埔公路大圍段7838號",,,,,2018,,,
The Met. Acappella Wing 2,薈蕎2翼,,,,,"7838 Tai Po Rd.
Tai Wai, Sha Tin","沙田
大埔公路大圍段7838號",,,,,2018,,,
The Met. Bliss,薈晴,,,,,"15 Hang Kwong St.,
Ma On Shan","馬鞍山
恆光街15號",,,,,2017,,,
The Met. Blossom,薈朗,,,,,"9 Ma Kam St.,
Ma On Shan","馬鞍山
馬錦街9號",,,,,2017,,,
The Methodist Conference Centre,衛理園,,,,,"19 & 27 Tung Wan Tau,
Mui Wo, Lantau Island","大嶼山梅窩東灣頭
19及27號",,,,,-,,,
The Methodist Lee Wai Lee College,李惠利中學,,,,,"2-4 Kwai Yip St.,
Kwai Chung",葵涌葵業街2-4號,,,,,-,,,
The Mills,南豐紗廠,,,,,"45 Pak Tin Par St.,
Tsuen Wan","荃灣
白田壩街45號",,,,,1961,,,
"The Neighbourhood Advice-action
Council Fairyland",鄰舍輔導會怡菁山莊,,,,,"5 Tai Ching Cheung Rd.,
Kwai Chung","葵涌
大蒸場路5號",,,,,-,,,
"The Neighbourhood Advice-action
Council Harmony Manor",鄰舍輔導會怡欣山莊,,,,,"45 A Kung Kok Shan Rd.,
Sha Tin","沙田
亞公角山路45號",,,,,-,,,
The Palazzo,御龍山,,,,,"28 Lok King St.,
Sha Tin","沙田
樂景街28號",,,,,2008,P,,
The Palisades,海逸居,,,,,"19 Pik Sha Rd.,
Silverstrand, Sai Kung","西貢銀線灣
碧沙路19號",,,,,1997,P,,
The Panorama,蔚景花園,,,,,"520 Castle Peak Rd.
Tsuen Wan, Tsuen Wan","荃灣青山公路
荃灣段520號",,,,,1998,P,,
The Papillons,海翩滙,,,,,"21 Tong Chun St.,
Tseung Kwan O","將軍澳
唐俊街21號",,,,,2018,,,
The Paragon,悠然山莊,,,,,"9 Shan Yin Rd., Tai Po",大埔山賢路9號,,,,,1997,P,,
The Paramount,盈峰翠邸,,,,,"23 Shan Tong Rd., Tai Po",大埔山塘路23號,,,,,1998,P,,
The Parcville,采葉庭,,,,,"33 Yuen Long Kau Hui Rd.,
Yuen Long","元朗
元朗舊墟路33號",,,,,2002,,,
The Parkhill,柏,,,,,"138 Tong Yan San Tsuen Rd.,
Ping Shan, Yuen Long",元朗屏山  唐人新村路138號,,,,,2015,,,
The Parkville,,,,,,"88 Tuen Mun Heung Sze
Wui Rd., Tuen Mun","屯門
屯門鄉事會路88號",,,,,2018,,,
The Pavilia Bay,柏傲灣,,,,,"51 Wing Shun St.,
Tsuen Wan","荃灣
永順街51號",,,,,2018,,,
The Pier Hotel,,,,,,"9 Pak Sha Wan St.,
Sai Kung","西貢
白沙灣街9號",,,,,2017,,,
The Pink Villa,,,,,,"19 Fei Ngo Shan Rd.,
Sai Kung",西貢飛鵝山道19號,,,,,1967,,,
The Pinnacle,叠翠軒,,,,,"8 Wan Hang Rd.,
Tseung Kwan O","將軍澳
運亨路8號",,,,,1998,P,See Appendix V,見附錄V
The Pinnacle,叠翠軒,Blocks 1-4,第1至4座,,,,,,,,,,P,See Appendix V,見附錄V
"The Pok Oi Hospital Yeung Chun
Pui Care And Attention Home",博愛醫院楊晉培謢理安老院,,,,,"58 Sha Chau Lei Tsuen,
Yuen Long",元朗沙洲里村58 號,,,,,1984,,,
The Portofino,柏濤灣,,,,,"88/188 Pak To Avenue,
Sai Kung","西貢
柏濤徑88/188號",,,,,1999,P,,
The Portofino,柏濤灣,Portofino Villas,柏濤豪苑,,,,,,,,,,P,,
The Providence Garden for Rehab,康恩園,,,,,"82 Tsun Wen Rd.,
Tuen Mun","屯門
震寰路82 號",,,,,-,,,
The Rainbow,虹方,,,,,"22 Wang Yip St. S.,
Yuen Long","元朗
宏業南街22號",,,,,1988,,,
The Reach,尚悅,,,,,"11 Shap Pat Heung Rd.,
Yuen Long","元朗
十八鄉路 11號",,,,,2013,,,
The Red Bridge Bungalows,紅橋小築,,,,,"3 & 5 Hung Kiu Lane,
Sha Tin","沙田
紅橋里3及5號",,,,,1958,,,
The Richfield,盈滙坊,,,,,"236 Kat Hing Wai,
Kam Tin, Yuen Long","元朗
錦田吉慶圍236號",,,,,-,,,
The Ridings,,,,,,"11 Chuk Yeung Rd.,
Sai Kung","西貢
竹洋路11號",,,,,1976,,,
The Riverpark,溱岸8號,,,,,"8 Che Kung Miu Rd
Sha Tin","沙田
車公廟路8號",,,,,2012,,,
The Riviera,滿湖花園,,,,,"10 Pik Sha Rd.,
Silverstrand, Sai Kung","西貢銀線灣
碧沙路10號",,,,,1981,P,,
The Royal Oaks,御林皇府,,,,,"8 Kam Tsin South Rd.,
Kwu Tung, Sheung Shui","上水古洞
金錢南路8號",,,,,2004,,,
The Sai Kung Jockey Club Town Hall,西貢賽馬會大會堂,,,,,"8 Chan Man St.,
Sai Kung",西貢親民街8號,,,,,-,,,
The Salvation Army Bradbury Camp,救世軍白普理營,,,,,"6 Ming Fai Rd.,
Cheung Chau",長洲明暉路6號,,,,,1992,,,
"The Salvation Army Bradbury
Home of Loving Kindness",救世軍白普理慈愛安老院,,,,,"16 Tung Lo Wan Hill Rd.,
Sha Tin","沙田
銅鑼灣山路16號",,,,,1988,,,
"The Salvation Army Kam Tin Corps.
& Bradbury Community Centre",救世軍錦田隊暨白普理中心,,,,,"103 Kam Tin Rd. Kam Tin,
Yuen Long","元朗
錦田錦田路103號",,,,,2001,,,
